时间,位移,载荷,拉伸应力,拉伸应变 (位移)
(s),(mm),(N),(MPa),(mm/mm)
214.336,3.57018,28284.10547,357.26062,0.03567
214.436,3.57158,28267.66406,357.05295,0.03568
214.536,3.57316,28258.44531,356.93652,0.0357
214.636,3.57481,28232.82812,356.61295,0.03571
214.736,3.57664,28210.27539,356.32806,0.03573
214.836,3.57849,28187.12305,356.03564,0.03575
214.936,3.57982,28152.20312,355.59454,0.03576
215.036,3.58137,28137.59375,355.41003,0.03578
215.136,3.58312,28140.17773,355.44266,0.0358
215.236,3.58497,28152.2207,355.59479,0.03581
215.336,3.58687,28166.21094,355.77148,0.03583
215.436,3.58827,28157.86914,355.66611,0.03585
215.536,3.58972,28157.32422,355.65924,0.03586
215.636,3.59147,28173.9375,355.86908,0.03588
215.736,3.59335,28196.89453,356.15906,0.0359
215.836,3.59532,28221.18359,356.46585,0.03592
215.936,3.59664,28216.5293,356.40707,0.03593
216.036,3.59805,28216.89844,356.41174,0.03594
216.136,3.59993,28236.72656,356.66217,0.03596
216.236,3.60175,28252.29492,356.85883,0.03598
216.336,3.60357,28268.47656,357.06323,0.036
216.436,3.60502,28270.23242,357.08539,0.03601
216.536,3.6064,28271.26367,357.09842,0.03603
216.636,3.6082,28289.66602,357.33087,0.03605
216.736,3.61019,28309.61914,357.58289,0.03607
216.836,3.61206,28322.89062,357.75052,0.03608
216.936,3.61336,28312.50195,357.61932,0.0361
217.036,3.6147,28306.47461,357.54318,0.03611
217.136,3.61658,28321.24219,357.72971,0.03613
217.236,3.6185,28337.58203,357.9361,0.03615
217.336,3.62027,28347.33984,358.05936,0.03617
217.436,3.62168,28345.125,358.03137,0.03618
217.536,3.62301,28342.32812,357.99606,0.03619
217.636,3.62479,28360.07227,358.22018,0.03621
217.736,3.6267,28382.73438,358.50644,0.03623
217.836,3.6285,28400.95117,358.73651,0.03625
217.936,3.62997,28404.71289,358.78403,0.03626
218.036,3.63132,28404.34961,358.77945,0.03628
218.136,3.63313,28423.40234,359.02011,0.0363
218.236,3.63511,28445.67578,359.30145,0.03631
218.336,3.63681,28451.89062,359.37994,0.03633
218.436,3.63831,28443.33984,359.27194,0.03635
218.536,3.63968,28425.78906,359.05026,0.03636
218.636,3.64148,28427.38086,359.07037,0.03638
218.736,3.64347,28437.52734,359.19852,0.0364
218.836,3.64516,28434.73828,359.1633,0.03642
218.936,3.64668,28422.83789,359.01297,0.03643
219.036,3.64808,28403.80664,358.77258,0.03644
219.136,3.64983,28400.07031,358.7254,0.03646
219.236,3.6518,28400.88086,358.73563,0.03648
219.336,3.65342,28376.84375,358.43201,0.0365
219.436,3.65496,28350.05273,358.09363,0.03651
219.536,3.6565,28330.76758,357.85004,0.03653
219.636,3.65819,28325.06836,357.77805,0.03655
219.736,3.66018,28333.69727,357.88702,0.03657
219.836,3.66175,28327.87695,357.81351,0.03658
219.936,3.6633,28322.39844,357.74432,0.0366
220.036,3.66489,28314.59375,357.64572,0.03661
220.136,3.6665,28302.16797,357.48877,0.03663
220.236,3.66847,28306.59375,357.54468,0.03665
220.336,3.67002,28296.36328,357.41547,0.03666
220.436,3.67157,28288.55469,357.31683,0.03668
220.536,3.67323,28290.38867,357.34,0.0367
220.636,3.67478,28291.26758,357.3511,0.03671
220.736,3.67661,28304.25,357.51508,0.03673
220.836,3.67826,28306.40625,357.54233,0.03675
220.936,3.67987,28305.28906,357.5282,0.03676
221.036,3.6816,28313.13281,357.62729,0.03678
221.136,3.68318,28315.94336,357.66278,0.0368
221.236,3.68503,28331.28906,357.85663,0.03681
221.336,3.68656,28334.37305,357.89557,0.03683
221.436,3.68822,28340.92383,357.9783,0.03685
221.536,3.69001,28347.10742,358.05643,0.03686
221.636,3.69159,28333.12109,357.87976,0.03688
221.736,3.69337,28321.95703,357.73874,0.0369
221.836,3.69501,28309.30664,357.57895,0.03691
221.936,3.69668,28302.28125,357.4902,0.03693
222.036,3.69844,28302.01758,357.48688,0.03695
222.136,3.69993,28283.47461,357.25266,0.03696
222.236,3.70164,28285.19141,357.27435,0.03698
222.336,3.70328,28286.85938,357.29541,0.037
222.436,3.70501,28298.95898,357.44824,0.03701
222.536,3.70695,28321.0957,357.72787,0.03703
222.636,3.70838,28323.66797,357.76035,0.03705
222.736,3.70994,28333.70508,357.88715,0.03706
222.836,3.71159,28346.43945,358.04797,0.03708
222.936,3.71335,28361.86523,358.24283,0.0371
223.036,3.71529,28384.1875,358.52478,0.03712
223.136,3.71667,28382.36328,358.50174,0.03713
223.236,3.71819,28389.99609,358.59814,0.03714
223.336,3.71984,28401.73633,358.74643,0.03716
223.436,3.72154,28413.25781,358.89197,0.03718
223.536,3.72344,28432.62305,359.13657,0.0372
223.636,3.72497,28438.27344,359.20795,0.03721
223.736,3.72642,28441.28516,359.246,0.03723
223.836,3.72811,28455.47852,359.42526,0.03724
223.936,3.72998,28476.28906,359.68814,0.03726
224.036,3.73193,28498.47461,359.96835,0.03728
224.136,3.73332,28498.10938,359.96375,0.0373
224.236,3.73468,28493.14258,359.901,0.03731
224.336,3.73645,28503.42188,360.03085,0.03733
224.436,3.73828,28514.63477,360.17249,0.03735
224.536,3.74029,28530.38867,360.37146,0.03737
224.636,3.74177,28516.07812,360.1907,0.03738
224.736,3.74313,28497.44531,359.95535,0.03739
224.836,3.74478,28495.67773,359.93304,0.03741
224.936,3.7466,28503.12305,360.02707,0.03743
225.036,3.74851,28513.98242,360.16425,0.03745
225.136,3.75012,28509.28516,360.10492,0.03746
225.236,3.75142,28485.97266,359.81046,0.03748
225.336,3.75314,28469.01367,359.59622,0.03749
225.436,3.75507,28455.78125,359.42911,0.03751
225.536,3.75698,28447.14844,359.32004,0.03753
225.636,3.75841,28424.19727,359.03015,0.03755
225.736,3.75972,28403.22852,358.76529,0.03756
225.836,3.76147,28400.71094,358.73349,0.03758
225.936,3.76341,28407.67188,358.82141,0.0376
226.036,3.76527,28413.03711,358.88919,0.03762
226.136,3.76672,28404.33984,358.77933,0.03763
226.236,3.76793,28386.78906,358.55765,0.03764
226.336,3.76963,28390.48242,358.60431,0.03766
226.436,3.77154,28400.29297,358.72821,0.03768
226.536,3.77342,28408.83789,358.83615,0.0377
226.636,3.77504,28408.51172,358.83203,0.03771
226.736,3.77638,28396.32617,358.6781,0.03773
226.836,3.77808,28400.22461,358.72736,0.03774
226.936,3.78,28413.03711,358.88919,0.03776
227.036,3.78184,28420.12109,358.97867,0.03778
227.136,3.78342,28412.6582,358.8844,0.0378
227.236,3.78475,28388.01367,358.57312,0.03781
227.336,3.78639,28381.44531,358.49014,0.03783
227.436,3.78843,28393.36914,358.64075,0.03785
227.536,3.7902,28390.3125,358.60214,0.03786
227.636,3.79173,28381.35742,358.48904,0.03788
227.736,3.79316,28372.61914,358.37866,0.03789
227.836,3.79478,28375.44922,358.4144,0.03791
227.936,3.79675,28393.84375,358.64676,0.03793
228.036,3.79856,28406.19336,358.80273,0.03795
228.136,3.80015,28406.71875,358.80939,0.03796
228.236,3.80156,28394.23633,358.6517,0.03798
228.336,3.80318,28393.4082,358.64124,0.03799
228.436,3.80515,28407.45508,358.81866,0.03801
228.536,3.80686,28409.51758,358.84473,0.03803
228.636,3.80839,28400.98828,358.737,0.03805
228.736,3.80994,28396.33594,358.67822,0.03806
228.836,3.81157,28399.15234,358.71381,0.03808
228.936,3.81345,28410.31836,358.85486,0.0381
229.036,3.81507,28410.85547,358.86163,0.03811
229.136,3.81658,28410.95898,358.86295,0.03813
229.236,3.81818,28415.90625,358.92542,0.03814
229.336,3.81974,28417.3125,358.94318,0.03816
229.436,3.82159,28428.10742,359.07953,0.03818
229.536,3.82332,28432.2168,359.13144,0.0382
229.636,3.825,28432.72461,359.13785,0.03821
229.736,3.82666,28432.66797,359.13715,0.03823
229.836,3.82815,28428.93555,359.09,0.03824
229.936,3.82996,28441.72656,359.25156,0.03826
230.036,3.83161,28447.30078,359.32196,0.03828
230.136,3.83329,28455.19727,359.42172,0.03829
230.236,3.83505,28467.75586,359.58035,0.03831
230.336,3.83657,28470.23633,359.61166,0.03833
230.436,3.83828,28476.90039,359.69586,0.03834
230.536,3.83995,28482.0918,359.76141,0.03836
230.636,3.84151,28486.05469,359.81149,0.03838
230.736,3.8434,28506.14258,360.06522,0.0384
230.836,3.84496,28511.54883,360.13351,0.03841
230.936,3.84662,28519.16797,360.22974,0.03843
231.036,3.84829,28522.60156,360.2731,0.03844
231.136,3.85003,28523.31055,360.28207,0.03846
231.236,3.85182,28515.8418,360.18771,0.03848
231.336,3.8533,28495.94922,359.93646,0.03849
231.436,3.85489,28485.75781,359.80774,0.03851
231.536,3.85657,28479.98438,359.7348,0.03853
231.636,3.85834,28478.66992,359.7182,0.03854
231.736,3.8602,28479.53516,359.72913,0.03856
231.836,3.86172,28460.56836,359.48956,0.03858
231.936,3.86317,28434.94727,359.16592,0.03859
232.036,3.86469,28410.62305,358.8587,0.03861
232.136,3.86648,28400.20312,358.72708,0.03863
232.236,3.86845,28399.70898,358.72083,0.03865
232.336,3.86996,28383.77344,358.51956,0.03866
232.436,3.8714,28370.6543,358.35385,0.03868
232.536,3.87312,28372.58594,358.37823,0.03869
232.636,3.87495,28378.53125,358.45334,0.03871
232.736,3.87686,28385.65625,358.54333,0.03873
232.836,3.87837,28375.96484,358.42093,0.03874
232.936,3.87973,28363.59375,358.26465,0.03876
233.036,3.88144,28366.56836,358.30225,0.03878
233.136,3.8833,28376.67969,358.42996,0.03879
233.236,3.88537,28396.03516,358.67444,0.03881
233.336,3.8868,28392.4043,358.62857,0.03883
233.436,3.88802,28384.00391,358.52246,0.03884
233.536,3.88973,28398.06641,358.70007,0.03886
233.636,3.89168,28419.37305,358.96921,0.03888
233.736,3.89365,28432.77539,359.13849,0.0389
233.836,3.89517,28423.92383,359.0267,0.03891
233.936,3.89643,28407.76953,358.82266,0.03893
234.036,3.89819,28413.43555,358.89423,0.03894
234.136,3.90009,28429.37109,359.09549,0.03896
234.236,3.90205,28449.86328,359.35434,0.03898
234.336,3.9035,28450.39062,359.36099,0.039
234.436,3.90475,28445.11328,359.29434,0.03901
234.536,3.90648,28462.57422,359.51489,0.03903
234.636,3.90844,28489.54883,359.85562,0.03905
234.736,3.91035,28514.57227,360.17169,0.03906
234.836,3.91179,28521.49609,360.25916,0.03908
234.936,3.91297,28520.44727,360.24591,0.03909
235.036,3.91466,28542.57812,360.52545,0.03911
235.136,3.91664,28576.62109,360.95544,0.03913
235.236,3.91853,28607.08789,361.34027,0.03915
235.336,3.92007,28624.29688,361.55765,0.03916
235.436,3.92139,28631.59766,361.64984,0.03917
235.536,3.92304,28652.79883,361.91766,0.03919
235.636,3.92501,28686.14258,362.33881,0.03921
235.736,3.92679,28710.79688,362.65024,0.03923
235.836,3.92831,28723.37109,362.80905,0.03924
235.936,3.92973,28729.26953,362.88358,0.03926
236.036,3.93143,28746.29297,363.0986,0.03927
236.136,3.93339,28770.62891,363.40598,0.03929
236.236,3.93515,28787.18945,363.61514,0.03931
236.336,3.93669,28794.85742,363.71201,0.03933
236.436,3.93808,28799.96875,363.77658,0.03934
236.536,3.93969,28817.06055,363.99246,0.03936
236.636,3.94183,28855.75586,364.48123,0.03938
236.736,3.94357,28878.65039,364.77042,0.0394
236.836,3.94505,28892.20508,364.94162,0.03941
236.936,3.94651,28907.25391,365.13171,0.03943
237.036,3.9481,28927.87695,365.39221,0.03944
237.136,3.95006,28962.83789,365.8338,0.03946
237.236,3.95185,28988.34961,366.15604,0.03948
237.336,3.95336,29002.45508,366.3342,0.03949
237.436,3.95491,29019.19727,366.54568,0.03951
237.536,3.95644,29035.01758,366.74551,0.03952
237.636,3.95838,29066.29688,367.14059,0.03954
237.736,3.96001,29083.60156,367.35919,0.03956
237.836,3.9615,29095.3457,367.50754,0.03958
237.936,3.96316,29114.88672,367.75436,0.03959
238.036,3.96473,29129.18555,367.93497,0.03961
238.136,3.96665,29156.6582,368.28198,0.03963
238.236,3.96833,29172.95117,368.48776,0.03964
238.336,3.96996,29186.48633,368.65872,0.03966
238.436,3.97166,29202.23828,368.8577,0.03968
238.536,3.97312,29208.58008,368.93781,0.03969
238.636,3.97492,29228.49023,369.1893,0.03971
238.736,3.97662,29243.49609,369.37885,0.03973
238.836,3.97824,29254.20312,369.51407,0.03974
238.936,3.98003,29271.48633,369.73239,0.03976
239.036,3.98163,29281.43945,369.85809,0.03978
239.136,3.98334,29294.625,370.02466,0.03979
239.236,3.98494,29304.77344,370.15283,0.03981
239.336,3.98659,29317.13672,370.30899,0.03983
239.436,3.98847,29337.21875,370.56265,0.03984
239.536,3.99001,29343.71484,370.64471,0.03986
239.636,3.99167,29355.07812,370.78824,0.03988
239.736,3.99329,29364.79688,370.91101,0.03989
239.836,3.99499,29377.9375,371.077,0.03991
239.936,3.99683,29395.33594,371.29675,0.03993
240.036,3.99843,29403.35938,371.3981,0.03994
240.136,3.99994,29407.66602,371.45248,0.03996
240.236,4.0016,29418.79102,371.59302,0.03998
240.336,4.00332,29432.51367,371.76633,0.03999
240.436,4.00522,29452.30078,372.01627,0.04001
240.536,4.00677,29456.45117,372.0687,0.04003
240.636,4.00813,29455.73047,372.0596,0.04004
240.736,4.00978,29468.75,372.22406,0.04006
240.836,4.01149,29482.45703,372.39719,0.04007
240.936,4.01345,29505.63672,372.68997,0.04009
241.036,4.01509,29512.81055,372.78058,0.04011
241.136,4.01645,29511.55664,372.76474,0.04012
241.236,4.01812,29524.02148,372.92218,0.04014
241.336,4.01993,29541.37305,373.14136,0.04016
241.436,4.02186,29560.44141,373.3822,0.04018
241.536,4.02344,29565.88281,373.45096,0.04019
241.636,4.02471,29559.70703,373.37292,0.04021
241.736,4.02639,29572.86914,373.53918,0.04022
241.836,4.02821,29590.51172,373.76202,0.04024
241.936,4.03025,29613.48633,374.05225,0.04026
242.036,4.03188,29618.82031,374.1196,0.04028
242.136,4.03312,29611.71484,374.02985,0.04029
242.236,4.03472,29621.38867,374.15204,0.04031
242.336,4.03656,29640.00391,374.38718,0.04033
242.436,4.03857,29662.64844,374.67322,0.04035
242.536,4.04026,29670.39062,374.771,0.04036
242.636,4.04148,29661.7207,374.6615,0.04037
242.736,4.04308,29670.13672,374.76779,0.04039
242.836,4.04488,29687.14453,374.98264,0.04041
242.936,4.04689,29709.69727,375.26749,0.04043
243.036,4.04859,29716.96484,375.35928,0.04045
243.136,4.04978,29706.80273,375.23093,0.04046
243.236,4.05139,29716.83789,375.3577,0.04047
243.336,4.0533,29736.58789,375.60715,0.04049
243.436,4.0553,29757.34766,375.86935,0.04051
243.536,4.05687,29760.32227,375.90695,0.04053
243.636,4.05801,29748.85156,375.76205,0.04054
243.736,4.05957,29757.94141,375.87686,0.04056
243.836,4.06152,29781.36914,376.17279,0.04057
243.936,4.06351,29802.97852,376.44574,0.04059
244.036,4.06514,29808.66406,376.51755,0.04061
244.136,4.06645,29803.23438,376.44897,0.04062
244.236,4.06803,29811.12695,376.54868,0.04064
244.336,4.06991,29829.96484,376.78659,0.04066
244.436,4.07182,29848.12305,377.01596,0.04068
244.536,4.07346,29853.5918,377.08505,0.04069
244.636,4.07479,29848.64453,377.02255,0.04071
244.736,4.0763,29853.9375,377.08942,0.04072
244.836,4.0783,29877.32617,377.38483,0.04074
244.936,4.08023,29894.0293,377.59583,0.04076
245.036,4.08175,29896.05664,377.62143,0.04078
245.136,4.08321,29897.11133,377.63474,0.04079
245.236,4.08476,29903.1582,377.71112,0.04081
245.336,4.08671,29924.59766,377.98193,0.04083
245.436,4.08858,29939.70898,378.17279,0.04084
245.536,4.09015,29943.70508,378.22327,0.04086
245.636,4.09164,29944.48633,378.23315,0.04088
245.736,4.09313,29948.02344,378.27783,0.04089
245.836,4.09501,29967.01562,378.5177,0.04091
245.936,4.09683,29980.60938,378.68942,0.04093
246.036,4.0984,29984.10547,378.73358,0.04094
246.136,4.09996,29987.63867,378.7782,0.04096
246.236,4.10149,29991.14453,378.82248,0.04097
246.336,4.10342,30011.3418,379.07761,0.04099
246.436,4.1051,30018.67773,379.17026,0.04101
246.536,4.10659,30020.21094,379.18964,0.04102
246.636,4.10827,30030.47461,379.31927,0.04104
246.736,4.10982,30036.16992,379.3912,0.04106
246.836,4.11162,30051.39258,379.5835,0.04108
246.936,4.1133,30060.46484,379.69809,0.04109
247.036,4.11497,30068.87109,379.80426,0.04111
247.136,4.1167,30080.28516,379.94843,0.04113
247.236,4.11818,30080.98047,379.95721,0.04114
247.336,4.11991,30093.1875,380.11142,0.04116
247.436,4.12159,30103.08984,380.23648,0.04117
247.536,4.12327,30112.06055,380.34979,0.04119
247.636,4.12505,30124.14648,380.50244,0.04121
247.736,4.12657,30126.2207,380.52866,0.04122
247.836,4.1282,30134.42969,380.63235,0.04124
247.936,4.1299,30145.13477,380.76755,0.04126
248.036,4.13158,30154.05859,380.88028,0.04127
248.136,4.13349,30171.51367,381.10077,0.04129
248.236,4.13506,30175.12891,381.14642,0.04131
248.336,4.13662,30178.82031,381.19305,0.04132
248.436,4.13827,30186.77148,381.29349,0.04134
248.536,4.13995,30195.8418,381.40805,0.04136
248.636,4.1418,30210.58203,381.59424,0.04138
248.736,4.14338,30214.21484,381.64014,0.04139
248.836,4.14487,30215.83594,381.66058,0.04141
248.936,4.14657,30226.34961,381.7934,0.04142
249.036,4.14828,30236.03516,381.91574,0.04144
249.136,4.15015,30251.69922,382.11359,0.04146
249.236,4.15173,30254.79102,382.15265,0.04148
249.336,4.15313,30252.9668,382.12961,0.04149
249.436,4.15475,30260.6875,382.22711,0.04151
249.536,4.15645,30272.1582,382.37201,0.04152
249.636,4.15843,30293.02734,382.63562,0.04154
249.736,4.16014,30300.82227,382.73407,0.04156
249.836,4.16142,30293.08594,382.63635,0.04157
249.936,4.16311,30303.11719,382.76306,0.04159
250.036,4.16486,30314.69531,382.9093,0.04161
250.136,4.16678,30332.39844,383.1329,0.04163
250.236,4.16848,30338.92188,383.2153,0.04164
250.336,4.16975,30330.94922,383.11462,0.04166
250.436,4.1714,30339.36914,383.22098,0.04167
250.536,4.1732,30352.96875,383.39273,0.04169
250.636,4.17521,30373.26562,383.64911,0.04171
250.736,4.1769,30379.15234,383.72348,0.04173
250.836,4.17806,30366.32227,383.5614,0.04174
250.936,4.17971,30375.72266,383.68015,0.04176
251.036,4.18163,30394.22656,383.91388,0.04177
251.136,4.18359,30412.67383,384.14688,0.04179
251.236,4.18532,30418.67969,384.22275,0.04181
251.336,4.18649,30404.13867,384.03906,0.04182
251.436,4.18804,30409.22852,384.10336,0.04184
251.536,4.19,30428.57422,384.34772,0.04186
251.636,4.192,30447.0625,384.58127,0.04188
251.736,4.19357,30446.89258,384.5791,0.04189
251.836,4.1948,30435.97656,384.44122,0.04191
251.936,4.19641,30442.64844,384.52551,0.04192
252.036,4.19837,30461.32422,384.76138,0.04194
252.136,4.20024,30474.10938,384.92288,0.04196
252.236,4.20181,30475.14844,384.936,0.04198
252.336,4.20311,30467.47656,384.83911,0.04199
252.436,4.20463,30470.58594,384.87839,0.042
252.536,4.20657,30489.57617,385.11826,0.04202
252.636,4.20855,30507.39453,385.34332,0.04204
252.736,4.21015,30508,385.35095,0.04206
252.836,4.21147,30500.37695,385.25467,0.04207
252.936,4.21301,30502.99023,385.28769,0.04209
253.036,4.21489,30519.36328,385.49451,0.04211
253.136,4.21683,30534.55078,385.68634,0.04213
253.236,4.2184,30533.9043,385.67816,0.04214
253.336,4.21983,30530.15234,385.63077,0.04216
253.436,4.22135,30531.55273,385.64847,0.04217
253.536,4.22332,30550.47656,385.88748,0.04219
253.636,4.22515,30561.26758,386.0238,0.04221
253.736,4.2267,30561.66797,386.02884,0.04222
253.836,4.22823,30561.58984,386.02786,0.04224
253.936,4.22975,30562.52539,386.03967,0.04226
254.036,4.23168,30579.71094,386.25674,0.04227
254.136,4.23356,30592.28125,386.41553,0.04229
254.236,4.23506,30588.91797,386.37305,0.04231
254.336,4.23658,30588.32812,386.3656,0.04232
254.436,4.23812,30589.39258,386.37906,0.04234
254.536,4.23997,30602.76562,386.54797,0.04236
254.636,4.24184,30614.77148,386.69962,0.04238
254.736,4.24337,30613.2168,386.67996,0.04239
254.836,4.245,30616.69531,386.72391,0.04241
254.936,4.24656,30618.17578,386.74261,0.04242
255.036,4.24827,30626.65234,386.84967,0.04244
255.136,4.25001,30635.74414,386.96451,0.04246
255.236,4.25153,30636.76562,386.97742,0.04247
255.336,4.25325,30644.74414,387.07819,0.04249
255.436,4.25487,30650.26758,387.14798,0.04251
255.536,4.25657,30659.4375,387.26379,0.04252
255.636,4.25834,30669.49219,387.39081,0.04254
255.736,4.25988,30670.38281,387.40204,0.04256
255.836,4.26155,30678.11133,387.49966,0.04257
255.936,4.26323,30685.51758,387.5932,0.04259
256.036,4.26488,30691.66016,387.67081,0.04261
256.136,4.26662,30701.14648,387.79062,0.04262
256.236,4.26821,30704.37109,387.83136,0.04264
256.336,4.26997,30714.67578,387.96152,0.04266
256.436,4.27169,30722.57617,388.06131,0.04267
256.536,4.27322,30724.35352,388.08377,0.04269
256.636,4.27493,30733.68359,388.2016,0.04271
256.736,4.27659,30740.37109,388.28607,0.04272
256.836,4.27841,30753.12891,388.44724,0.04274
256.936,4.28015,30761.91016,388.55814,0.04276
257.036,4.28161,30759.64062,388.52948,0.04277
257.136,4.28324,30765.70117,388.60602,0.04279
257.236,4.28494,30774.62891,388.71878,0.04281
257.336,4.28671,30785.57031,388.85699,0.04282
257.436,4.28855,30797.56445,389.00848,0.04284
257.536,4.28999,30794.23047,388.96637,0.04286
257.636,4.29156,30798.2832,389.01758,0.04287
257.736,4.2933,30807.39648,389.13269,0.04289
257.836,4.29515,30821.30273,389.30835,0.04291
257.936,4.29684,30827.73438,389.38959,0.04293
258.036,4.29819,30822.0918,389.3183,0.04294
258.136,4.29978,30827.99219,389.39282,0.04295
258.236,4.30147,30837.20117,389.50916,0.04297
258.336,4.30337,30853.40234,389.71381,0.04299
258.436,4.3052,30865.2793,389.8638,0.04301
258.536,4.3066,30860.0332,389.79755,0.04302
258.636,4.30808,30860.86133,389.80801,0.04304
258.736,4.30986,30872.87305,389.95972,0.04306
258.836,4.31175,30887.63672,390.14621,0.04307
258.936,4.31355,30897.85938,390.27533,0.04309
259.036,4.31487,30889.54297,390.17029,0.04311
259.136,4.3164,30892.22852,390.20422,0.04312
259.236,4.31821,30905.3125,390.36948,0.04314
259.336,4.32004,30917.90039,390.52847,0.04316
259.436,4.32189,30930.19141,390.68372,0.04318
259.536,4.32322,30922.9375,390.5921,0.04319
259.636,4.32475,30925.5,390.62448,0.0432
259.736,4.32662,30940.93555,390.81943,0.04322
259.836,4.32849,30954.48633,390.9906,0.04324
259.936,4.33023,30961.49023,391.07907,0.04326
260.036,4.33157,30954.42578,390.98984,0.04327
260.136,4.33304,30954.65039,390.99268,0.04329
260.236,4.33492,30970.28516,391.19016,0.04331
260.336,4.33688,30986.98633,391.40112,0.04333
260.436,4.3386,30993.10352,391.47836,0.04334
260.536,4.33994,30985.67383,391.38452,0.04336
260.636,4.34136,30983.85547,391.36157,0.04337
260.736,4.34318,30998.11914,391.54172,0.04339
260.836,4.34509,31014.59766,391.74988,0.04341
260.936,4.3468,31021.01172,391.8309,0.04342
261.036,4.34812,31014.14648,391.74417,0.04344
261.136,4.3496,31015.75586,391.7645,0.04345
261.236,4.35154,31034.95898,392.00705,0.04347
261.336,4.35345,31049.98242,392.19684,0.04349
261.436,4.35511,31054.32617,392.25168,0.04351
261.536,4.35647,31048.30469,392.17563,0.04352
261.636,4.35797,31049.41797,392.1897,0.04354
261.736,4.35987,31067.25195,392.41495,0.04356
261.836,4.36183,31083.85547,392.62466,0.04357
261.936,4.36347,31086.93359,392.66357,0.04359
262.036,4.36487,31081.81641,392.59894,0.04361
262.136,4.36629,31079.83203,392.57385,0.04362
262.236,4.36812,31095.69531,392.77423,0.04364
262.336,4.37014,31115.33203,393.02228,0.04366
262.436,4.37179,31118.58984,393.06342,0.04367
262.536,4.37327,31116.69336,393.03946,0.04369
262.636,4.37475,31116.81055,393.04092,0.0437
262.736,4.37663,31132.61523,393.24057,0.04372
262.836,4.37858,31148.82617,393.44534,0.04374
262.936,4.38013,31148.70117,393.44376,0.04376
263.036,4.38165,31148.75195,393.4444,0.04377
263.136,4.38311,31147.64062,393.43036,0.04379
263.236,4.38499,31163.23438,393.62732,0.04381
263.336,4.38694,31178.85938,393.82468,0.04383
263.436,4.38847,31177.56836,393.80838,0.04384
263.536,4.38995,31175.91211,393.78745,0.04386
263.636,4.39144,31176.94922,393.80057,0.04387
263.736,4.39323,31189.87109,393.96378,0.04389
263.836,4.39507,31202.49219,394.1232,0.04391
263.936,4.3967,31206.49219,394.17371,0.04392
264.036,4.39833,31210.76562,394.22769,0.04394
264.136,4.39985,31211.76367,394.2403,0.04395
264.236,4.40151,31219.00781,394.33182,0.04397
264.336,4.40333,31231.31641,394.48727,0.04399
264.436,4.40496,31236.28711,394.55008,0.04401
264.536,4.40664,31242.52344,394.62885,0.04402
264.636,4.40829,31248.20898,394.70065,0.04404
264.736,4.40991,31252.23828,394.75156,0.04406
264.836,4.41167,31261.2832,394.86578,0.04407
264.936,4.41329,31265.43555,394.91824,0.04409
265.036,4.41496,31271.57031,394.99573,0.04411
265.136,4.41656,31275.29102,395.04272,0.04412
265.236,4.41819,31280.85742,395.11304,0.04414
265.336,4.41994,31290.88672,395.23972,0.04416
265.436,4.42162,31297.10547,395.31827,0.04417
265.536,4.42346,31310.00977,395.48126,0.04419
265.636,4.42506,31311.66406,395.50217,0.04421
265.736,4.4266,31313,395.51904,0.04422
265.836,4.42824,31318.89453,395.59351,0.04424
265.936,4.42994,31325.88867,395.68182,0.04426
266.036,4.4318,31339.60742,395.85513,0.04427
266.136,4.4335,31345.20117,395.92578,0.04429
266.236,4.43495,31341.65625,395.88101,0.04431
266.336,4.43657,31347.09961,395.94977,0.04432
266.436,4.43816,31351.06641,395.99985,0.04434
266.536,4.44,31364.80664,396.1734,0.04436
266.636,4.44175,31374.36133,396.2941,0.04437
266.736,4.44315,31369.84766,396.23709,0.04439
266.836,4.4448,31376.74414,396.32419,0.0444
266.936,4.44648,31384.66406,396.42422,0.04442
267.036,4.4484,31400.36719,396.62259,0.04444
267.136,4.45015,31408.20508,396.72159,0.04446
267.236,4.4515,31401.56055,396.63766,0.04447
267.336,4.45306,31405.33789,396.68536,0.04449
267.436,4.45478,31414.48828,396.80096,0.0445
267.536,4.45677,31433.49219,397.04099,0.04452
267.636,4.45857,31442.18945,397.15085,0.04454
267.736,4.45987,31433.00977,397.03491,0.04455
267.836,4.46135,31433.20312,397.03735,0.04457
267.936,4.46307,31443.41992,397.16638,0.04459
268.036,4.46503,31461.51367,397.39493,0.04461
268.136,4.46692,31474.17969,397.55493,0.04462
268.236,4.46819,31463.57617,397.42099,0.04464
268.336,4.46975,31467.05078,397.46487,0.04465
268.436,4.47161,31482.13672,397.65543,0.04467
268.536,4.47355,31497.80273,397.8533,0.04469
268.636,4.47534,31505.98438,397.95667,0.04471
268.736,4.47656,31493.0625,397.79343,0.04472
268.836,4.47807,31494.80859,397.81549,0.04474
268.936,4.4799,31509.25586,397.99799,0.04475
269.036,4.48198,31530.25586,398.26321,0.04478
269.136,4.48378,31537.61914,398.35623,0.04479
269.236,4.48488,31520.34375,398.13803,0.0448
269.336,4.48629,31519.05469,398.12173,0.04482
269.436,4.4882,31537.52344,398.35501,0.04484
269.536,4.49019,31555.75781,398.58536,0.04486
269.636,4.49186,31560.39062,398.64386,0.04487
269.736,4.49322,31553.61133,398.55823,0.04489
269.836,4.4947,31554.4375,398.56866,0.0449
269.936,4.49655,31569.66797,398.76105,0.04492
270.036,4.49849,31585.72266,398.96384,0.04494
270.136,4.50015,31590.02734,399.01822,0.04496
